key,Genero,PersonID,MusicID,SegmentID,RepetitionID,MetaID,tempo_ms,LimInf_Nota,LimSup_Nota,LimInf_Freq,LimSupFreq,LimInf_Cifrado,LimSup_Cifrado
F01_0040_0001_1_D,F,F01,0040,0001,1,D,545455,57,67,220.0,391.99543598174927,A3,G4
F01_0040_0001_2_D,F,F01,0040,0001,2,D,545455,57,67,220.0,391.99543598174927,A3,G4
F01_0040_0002_1_D,F,F01,0040,0002,1,D,545455,59,72,246.94165062806206,523.2511306011972,B3,C5
F01_0040_0002_2_D,F,F01,0040,0002,2,D,545455,59,72,246.94165062806206,523.2511306011972,B3,C5
F01_0041_0001_1,F,F01,0041,0001,1,,521739,64,74,329.6275569128699,587.3295358348151,E4,D5
F01_0041_0001_2,F,F01,0041,0001,2,,521739,64,74,329.6275569128699,587.3295358348151,E4,D5
F01_0041_0002_2,F,F01,0041,0002,2,,521739,64,74,329.6275569128699,587.3295358348151,E4,D5
F01_0042_0001_1,F,F01,0042,0001,1,,600000,60,67,261.6255653005986,391.99543598174927,C4,G4
F01_0042_0001_2,F,F01,0042,0001,2,,600000,60,67,261.6255653005986,391.99543598174927,C4,G4
F01_0042_0002_1,F,F01,0042,0002,1,,600000,60,67,261.6255653005986,391.99543598174927,C4,G4
F01_0042_0002_2,F,F01,0042,0002,2,,600000,60,67,261.6255653005986,391.99543598174927,C4,G4
F01_0043_0001_1_D,F,F01,0043,0001,1,D,681818,57,67,220.0,391.99543598174927,A3,G4
F01_0043_0001_2_D,F,F01,0043,0001,2,D,681818,57,67,220.0,391.99543598174927,A3,G4
F01_0043_0002_1_D,F,F01,0043,0002,1,D,681818,57,74,220.0,587.3295358348151,A3,D5
F01_0043_0002_2_D,F,F01,0043,0002,2,D,681818,57,74,220.0,587.3295358348151,A3,D5
F01_0043_0003_1_D,F,F01,0043,0003,1,D,681818,59,76,246.94165062806206,659.2551138257398,B3,E5
F01_0043_0003_2_D,F,F01,0043,0003,2,D,681818,59,76,246.94165062806206,659.2551138257398,B3,E5
F01_0044_0001_1_D,F,F01,0044,0001,1,D,923077,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0044_0001_2_D,F,F01,0044,0001,2,D,923077,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0045_0001_1_D,F,F01,0045,0001,1,D,857143,54,68,184.9972113558172,415.3046975799451,F#3,G#4
F01_0045_0001_2_D,F,F01,0045,0001,2,D,857143,54,68,184.9972113558172,415.3046975799451,F#3,G#4
F01_0046_0001_1,F,F01,0046,0001,1,,869565,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0047_0001_1_D,F,F01,0047,0001,1,D,625000,60,74,261.6255653005986,587.3295358348151,C4,D5
F01_0047_0001_2_D,F,F01,0047,0001,2,D,625000,60,74,261.6255653005986,587.3295358348151,C4,D5
F01_0047_0002_1_D,F,F01,0047,0002,1,D,625000,60,74,261.6255653005986,587.3295358348151,C4,D5
F01_0047_0002_2_D,F,F01,0047,0002,2,D,625000,60,74,261.6255653005986,587.3295358348151,C4,D5
F01_0048_0001_1_D,F,F01,0048,0001,1,D,625000,52,67,164.81377845643496,391.99543598174927,E3,G4
F01_0048_0001_2_D,F,F01,0048,0001,2,D,625000,52,67,164.81377845643496,391.99543598174927,E3,G4
F01_0048_0002_1_D,F,F01,0048,0002,1,D,625000,57,69,220.0,440.0,A3,A4
F01_0048_0002_2_D,F,F01,0048,0002,2,D,625000,57,69,220.0,440.0,A3,A4
F01_0049_0001_1_D,F,F01,0049,0001,1,D,600000,55,69,195.99771799087463,440.0,G3,A4
F01_0049_0001_2_D,F,F01,0049,0001,2,D,600000,55,69,195.99771799087463,440.0,G3,A4
F01_0049_0002_1_D,F,F01,0049,0002,1,D,600000,55,69,195.99771799087463,440.0,G3,A4
F01_0049_0002_2_D,F,F01,0049,0002,2,D,600000,55,69,195.99771799087463,440.0,G3,A4
F01_0050_0001_1,F,F01,0050,0001,1,,625000,60,67,261.6255653005986,391.99543598174927,C4,G4
F01_0050_0001_2,F,F01,0050,0001,2,,625000,60,67,261.6255653005986,391.99543598174927,C4,G4
F01_0051_0001_1_D,F,F01,0051,0001,1,D,500000,55,69,195.99771799087463,440.0,G3,A4
F01_0051_0001_2_D,F,F01,0051,0001,2,D,500000,55,69,195.99771799087463,440.0,G3,A4
F01_0052_0001_1,F,F01,0052,0001,1,,625000,62,69,293.6647679174076,440.0,D4,A4
F01_0052_0001_2,F,F01,0052,0001,2,,625000,62,69,293.6647679174076,440.0,D4,A4
F01_0052_0002_2,F,F01,0052,0002,2,,625000,69,74,440.0,587.3295358348151,A4,D5
F01_0052_0003_1,F,F01,0052,0003,1,,625000,62,78,293.6647679174076,739.9888454232688,D4,F#5
F01_0052_0003_2,F,F01,0052,0003,2,,625000,62,78,293.6647679174076,739.9888454232688,D4,F#5
F01_0053_0001_1,F,F01,0053,0001,1,,500000,65,72,349.2282314330039,523.2511306011972,F4,C5
F01_0053_0001_2,F,F01,0053,0001,2,,500000,65,72,349.2282314330039,523.2511306011972,F4,C5
F01_0053_0002_1,F,F01,0053,0002,1,,500000,65,77,349.2282314330039,698.4564628660078,F4,F5
F01_0053_0002_2,F,F01,0053,0002,2,,500000,65,77,349.2282314330039,698.4564628660078,F4,F5
F01_0054_0001_1,F,F01,0054,0001,1,,500000,60,69,261.6255653005986,440.0,C4,A4
F01_0054_0001_2,F,F01,0054,0001,2,,500000,60,69,261.6255653005986,440.0,C4,A4
F01_0054_0002_1,F,F01,0054,0002,1,,500000,60,69,261.6255653005986,440.0,C4,A4
F01_0054_0002_2,F,F01,0054,0002,2,,500000,60,69,261.6255653005986,440.0,C4,A4
F01_0055_0001_1_D,F,F01,0055,0001,1,D,625000,68,74,415.3046975799451,587.3295358348151,G#4,D5
F01_0055_0001_2_D,F,F01,0055,0001,2,D,625000,68,74,415.3046975799451,587.3295358348151,G#4,D5
F01_0055_0002_1_D,F,F01,0055,0002,1,D,625000,55,69,195.99771799087463,440.0,G3,A4
F01_0055_0002_2_D,F,F01,0055,0002,2,D,625000,55,69,195.99771799087463,440.0,G3,A4
F01_0056_0001_1_D,F,F01,0056,0001,1,D,555556,57,67,220.0,391.99543598174927,A3,G4
F01_0056_0001_2_D,F,F01,0056,0001,2,D,555556,57,67,220.0,391.99543598174927,A3,G4
F01_0057_0001_1_D,F,F01,0057,0001,1,D,600000,55,72,195.99771799087463,523.2511306011972,G3,C5
F01_0057_0001_2_D,F,F01,0057,0001,2,D,600000,55,72,195.99771799087463,523.2511306011972,G3,C5
F01_0057_0002_1_D,F,F01,0057,0002,1,D,600000,55,72,195.99771799087463,523.2511306011972,G3,C5
F01_0057_0002_2_D,F,F01,0057,0002,2,D,600000,55,72,195.99771799087463,523.2511306011972,G3,C5
F01_0058_0001_1_D,F,F01,0058,0001,1,D,857143,55,69,195.99771799087463,440.0,G3,A4
F01_0058_0001_2_D,F,F01,0058,0001,2,D,857143,55,69,195.99771799087463,440.0,G3,A4
F01_0059_0001_1_D,F,F01,0059,0001,1,D,625000,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0059_0001_2_D,F,F01,0059,0001,2,D,625000,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0060_0001_1,F,F01,0060,0001,1,,500000,66,74,369.9944227116344,587.3295358348151,F#4,D5
F01_0060_0001_2,F,F01,0060,0001,2,,500000,66,74,369.9944227116344,587.3295358348151,F#4,D5
F01_0061_0001_1_D,F,F01,0061,0001,1,D,731707,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0061_0001_2_D,F,F01,0061,0001,2,D,731707,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0062_0001_1,F,F01,0062,0001,1,,600000,62,76,293.6647679174076,659.2551138257398,D4,E5
F01_0062_0001_2,F,F01,0062,0001,2,,600000,62,76,293.6647679174076,659.2551138257398,D4,E5
F01_0063_0001_1_D,F,F01,0063,0001,1,D,571429,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0063_0001_2_D,F,F01,0063,0001,2,D,571429,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0063_0002_1,F,F01,0063,0002,1,,571429,62,79,293.6647679174076,783.9908719634985,D4,G5
F01_0063_0002_2,F,F01,0063,0002,2,,571429,62,79,293.6647679174076,783.9908719634985,D4,G5
F01_0063_0003_1,F,F01,0063,0003,1,,571429,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0063_0003_2,F,F01,0063,0003,2,,571429,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0064_0001_1,F,F01,0064,0001,1,,476190,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0064_0001_2,F,F01,0064,0001,2,,476190,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0064_0002_1,F,F01,0064,0002,1,,476190,59,74,246.94165062806206,587.3295358348151,B3,D5
F01_0064_0002_2,F,F01,0064,0002,2,,476190,59,74,246.94165062806206,587.3295358348151,B3,D5
F01_0065_0001_1_D,F,F01,0065,0001,1,D,625000,57,69,220.0,440.0,A3,A4
F01_0065_0001_2_D,F,F01,0065,0001,2,D,625000,57,69,220.0,440.0,A3,A4
F01_0065_0002_1_D,F,F01,0065,0002,1,D,625000,62,72,293.6647679174076,523.2511306011972,D4,C5
F01_0065_0002_2_D,F,F01,0065,0002,2,D,625000,62,72,293.6647679174076,523.2511306011972,D4,C5
F01_0066_0001_1_D,F,F01,0066,0001,1,D,571429,60,71,261.6255653005986,493.8833012561241,C4,B4
F01_0066_0001_2_D,F,F01,0066,0001,2,D,571429,60,71,261.6255653005986,493.8833012561241,C4,B4
F01_0066_0002_1_D,F,F01,0066,0002,1,D,571429,60,74,261.6255653005986,587.3295358348151,C4,D5
F01_0066_0002_2_D,F,F01,0066,0002,2,D,571429,60,74,261.6255653005986,587.3295358348151,C4,D5
F01_0067_0001_1,F,F01,0067,0001,1,,681818,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0067_0001_2,F,F01,0067,0001,2,,681818,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0067_0002_1,F,F01,0067,0002,1,,681818,62,76,293.6647679174076,659.2551138257398,D4,E5
F01_0067_0002_2,F,F01,0067,0002,2,,681818,62,76,293.6647679174076,659.2551138257398,D4,E5
F01_0068_0001_1_D,F,F01,0068,0001,1,D,625000,50,69,146.8323839587038,440.0,D3,A4
F01_0068_0001_2_D,F,F01,0068,0001,2,D,625000,50,69,146.8323839587038,440.0,D3,A4
F01_0068_0002_1_D,F,F01,0068,0002,1,D,625000,52,69,164.81377845643496,440.0,E3,A4
F01_0068_0002_2_D,F,F01,0068,0002,2,D,625000,52,69,164.81377845643496,440.0,E3,A4
F01_0068_0003_1_D,F,F01,0068,0003,1,D,625000,52,72,164.81377845643496,523.2511306011972,E3,C5
F01_0068_0003_2_D,F,F01,0068,0003,2,D,625000,52,72,164.81377845643496,523.2511306011972,E3,C5
F01_0069_0001_1_D,F,F01,0069,0001,1,D,625000,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0069_0001_2_D,F,F01,0069,0001,2,D,625000,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0070_0001_1_D,F,F01,0070,0001,1,D,833333,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0070_0001_2_D,F,F01,0070,0001,2,D,833333,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0070_0002_1,F,F01,0070,0002,1,,833333,57,69,220.0,440.0,A3,A4
F01_0070_0002_2,F,F01,0070,0002,2,,833333,57,69,220.0,440.0,A3,A4
F01_0070_0003_1,F,F01,0070,0003,1,,833333,62,71,293.6647679174076,493.8833012561241,D4,B4
F01_0070_0003_2,F,F01,0070,0003,2,,833333,62,71,293.6647679174076,493.8833012561241,D4,B4
F01_0070_0004_1,F,F01,0070,0004,1,,833333,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0070_0004_2,F,F01,0070,0004,2,,833333,62,74,293.6647679174076,587.3295358348151,D4,D5
F01_0071_0001_1_D,F,F01,0071,0001,1,D,508475,48,65,130.8127826502993,349.2282314330039,C3,F4
F01_0071_0001_2_D,F,F01,0071,0001,2,D,508475,48,65,130.8127826502993,349.2282314330039,C3,F4
F01_0071_0002_1_D,F,F01,0071,0002,1,D,508475,48,64,130.8127826502993,329.6275569128699,C3,E4
F01_0071_0002_2_D,F,F01,0071,0002,2,D,508475,48,64,130.8127826502993,329.6275569128699,C3,E4
F01_0072_0001_1_D,F,F01,0072,0001,1,D,666667,59,76,246.94165062806206,659.2551138257398,B3,E5
F01_0072_0001_2_D,F,F01,0072,0001,2,D,666667,59,76,246.94165062806206,659.2551138257398,B3,E5
F01_0072_0002_1,F,F01,0072,0002,1,,666667,59,76,246.94165062806206,659.2551138257398,B3,E5
F01_0072_0002_2,F,F01,0072,0002,2,,666667,59,76,246.94165062806206,659.2551138257398,B3,E5
F01_0073_0001_1,F,F01,0073,0001,1,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F01_0073_0001_2,F,F01,0073,0001,2,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F01_0073_0002_1,F,F01,0073,0002,1,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F01_0073_0002_2,F,F01,0073,0002,2,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F01_0073_0003_1,F,F01,0073,0003,1,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F01_0073_0003_2,F,F01,0073,0003,2,,625000,60,72,261.6255653005986,523.2511306011972,C4,C5
F01_0074_0001_1_D,F,F01,0074,0001,1,D,571429,62,71,293.6647679174076,493.8833012561241,D4,B4
F01_0074_0001_2_D,F,F01,0074,0001,2,D,571429,62,71,293.6647679174076,493.8833012561241,D4,B4
F01_0075_0001_1_D,F,F01,0075,0001,1,D,500000,57,68,220.0,415.3046975799451,A3,G#4
F01_0075_0001_2_D,F,F01,0075,0001,2,D,500000,57,68,220.0,415.3046975799451,A3,G#4
F01_0076_0001_1,F,F01,0076,0001,1,,750000,65,72,349.2282314330039,523.2511306011972,F4,C5
F01_0076_0001_2,F,F01,0076,0001,2,,750000,65,72,349.2282314330039,523.2511306011972,F4,C5
F01_0077_0001_1,F,F01,0077,0001,1,,666667,62,76,293.6647679174076,659.2551138257398,D4,E5
F01_0077_0001_2,F,F01,0077,0001,2,,666667,62,76,293.6647679174076,659.2551138257398,D4,E5
F01_0077_0002_1_D,F,F01,0077,0002,1,D,666667,55,65,195.99771799087463,349.2282314330039,G3,F4
F01_0077_0002_2_D,F,F01,0077,0002,2,D,666667,55,65,195.99771799087463,349.2282314330039,G3,F4
F01_0078_0001_1_D,F,F01,0078,0001,1,D,625000,50,69,146.8323839587038,440.0,D3,A4
F01_0078_0001_2_D,F,F01,0078,0001,2,D,625000,50,69,146.8323839587038,440.0,D3,A4
F01_0079_0001_1_D,F,F01,0079,0001,1,D,571429,60,67,261.6255653005986,391.99543598174927,C4,G4
F01_0079_0001_2_D,F,F01,0079,0001,2,D,571429,60,67,261.6255653005986,391.99543598174927,C4,G4
F01_0079_0002_1_D,F,F01,0079,0002,1,D,571429,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0079_0002_2_D,F,F01,0079,0002,2,D,571429,55,67,195.99771799087463,391.99543598174927,G3,G4
F01_0080_0001_1,F,F01,0080,0001,1,,857143,60,77,261.6255653005986,698.4564628660078,C4,F5
F01_0080_0001_2,F,F01,0080,0001,2,,857143,60,77,261.6255653005986,698.4564628660078,C4,F5
F01_0080_0002_1,F,F01,0080,0002,1,,857143,60,77,261.6255653005986,698.4564628660078,C4,F5
