filename,problem?,ticks,velocity,offset_sec,offset_tick
F01_0130_0001_1,True,480,81,0.8181825,720
F01_0130_0001_2,True,480,81,0.8181825,720
F01_0130_0002_1,True,480,81,0.8181825,720
F01_0130_0002_2,True,480,81,0.8181825,720
F01_0130_0003_1,True,480,81,0.545455,480
F01_0130_0003_2,True,480,81,0.545455,480
F01_0132_0001_1,True,480,80,0.0,0
F01_0132_0001_2,True,480,80,0.0,0
F01_0132_0002_1,True,480,80,0.0,0
F01_0132_0002_2,True,480,80,0.0,0
F01_0133_0002_1,True,480,114,0.0,0
F01_0133_0002_2,True,480,114,0.0,0
F01_0136_0001_1,True,480,114,1.875,1440
F01_0136_0001_2,True,480,114,1.875,1440
F01_0136_0002_2,True,480,114,1.875,1440
F01_0137_0001_1,True,480,114,0.0,0
F01_0137_0001_2,True,480,114,0.0,0
F01_0137_0002_1,True,480,114,0.0,0
F01_0137_0002_2,True,480,114,0.0,0
F01_0137_0003_1,True,480,114,0.0,0
F01_0137_0003_2,True,480,114,0.0,0
F01_0138_0001_1,True,480,80,0.0,0
F01_0138_0001_2,True,480,80,0.0,0
F01_0138_0002_1,True,480,80,0.0,0
F01_0138_0002_2,True,480,80,0.0,0
F01_0139_0001_1,True,480,114,0.0,0
F01_0139_0001_2,True,480,114,0.0,0
F01_0139_0002_1,True,480,114,0.0,0
F01_0139_0002_2,True,480,114,0.0,0
F01_0141_0001_1,True,480,80,0.0,0
F01_0141_0001_2,True,480,80,0.0,0
F01_0141_0002_1,True,480,80,0.0,0
F01_0141_0002_2,True,480,80,0.0,0
F01_0142_0001_1,True,480,114,0.0,0
F01_0142_0001_2,True,480,114,0.0,0
F01_0142_0002_1,True,480,114,0.0,0
F01_0142_0002_2,True,480,114,0.0,0
F01_0143_0001_1,True,480,114,0.0,0
F01_0143_0001_2,True,480,114,0.0,0
F01_0143_0002_1,True,480,114,0.0,0
F01_0143_0002_2,True,480,114,0.0,0
F01_0145_0001_1,True,480,81,1.875,1440
F01_0145_0001_2,True,480,81,1.875,1440
F01_0145_0002_1,True,480,81,1.875,1440
F01_0145_0003_2,True,480,101,0.0,0
F01_0147_0001_1,True,480,81,1.25,960
F01_0147_0001_2,True,480,81,1.25,960
F01_0147_0002_1,True,480,81,1.25,960
F01_0147_0002_2,True,480,81,1.25,960
F01_0149_0001_1,True,480,80,0.625,480
F01_0149_0001_2,True,480,80,0.625,480
F01_0149_0002_1,True,480,80,0.9375,720
F01_0149_0002_2,True,480,80,0.9375,720
F01_0151_0001_1,True,480,80,0.0,0
F01_0151_0001_2,True,480,80,0.0,0
F01_0151_0002_1,True,480,80,0.0,0
F01_0151_0002_2,True,480,80,0.0,0
F01_0154_0001_1,True,480,114,0.0,0
F01_0154_0001_2,True,480,114,0.0,0
F01_0154_0002_1,True,480,114,0.0,0
F01_0154_0002_2,True,480,114,0.0,0
F01_0155_0001_1,True,480,114,0.0,0
F01_0155_0001_2,True,480,114,0.0,0
F01_0155_0002_1,True,480,114,0.0,0
F01_0155_0002_2,True,480,114,0.0,0
F01_0156_0001_1,True,480,80,0.0,0
F01_0156_0001_2,True,480,80,0.0,0
F01_0157_0001_1,True,480,81,0.857143,480
F01_0157_0001_2,True,480,81,0.857143,480
F01_0158_0001_1,True,480,80,0.0,0
F01_0158_0001_2,True,480,80,0.0,0
F01_0158_0002_1,True,480,80,0.0,0
F01_0158_0002_2,True,480,80,0.0,0
F01_0160_0001_1,True,480,114,0.0,0
F01_0160_0001_2,True,480,114,0.0,0
F01_0163_0001_1,True,480,114,0.0,0
F01_0163_0001_2,True,480,114,0.0,0
F01_0163_0002_1,True,480,93,0.6521739999999999,480
F01_0163_0002_2,True,480,93,0.6521739999999999,480
F01_0164_0001_1,True,480,80,0.0,0
F01_0164_0001_2,True,480,80,0.0,0
F01_0164_0002_1,True,480,80,0.0,0
F01_0164_0002_2,True,480,80,0.0,0
F01_0165_0001_1,True,480,80,2.282609,1680
F01_0165_0001_2,True,480,80,2.282609,1680
F01_0169_0001_1,True,480,114,0.0,0
F01_0169_0001_2,True,480,114,0.0,0
F01_0169_0002_1,True,480,114,0.0,0
F01_0169_0002_2,True,480,114,0.0,0
F01_0175_0001_1,True,480,114,0.0,0
F01_0175_0001_2,True,480,114,0.0,0
F01_0175_0002_1,True,480,114,0.0,0
F01_0175_0002_2,True,480,114,0.0,0
F01_0176_0002_1,True,480,93,1.44,1440
F01_0176_0002_2,True,480,93,1.44,1440
F01_0177_0001_1,True,480,101,0.0,0
F01_0177_0001_2,True,480,101,0.0,0
F01_0177_0002_1,True,480,101,0.0,0
F01_0177_0002_2,True,480,101,0.0,0
F01_0180_0001_1,True,480,93,1.5,1440
F01_0180_0001_2,True,480,93,1.5,1440
F01_0185_0001_1,True,480,114,0.0,0
F01_0185_0001_2,True,480,114,0.0,0
F01_0185_0002_1,True,480,114,0.0,0
F01_0185_0002_2,True,480,114,0.0,0
F01_0186_0001_1,True,480,114,0.0,0
F01_0186_0001_2,True,480,114,0.0,0
F01_0186_0002_1,True,480,95,1.615383,1680
F01_0186_0002_2,True,480,95,1.615383,1680
F01_0187_0002_1,True,480,81,1.0,960
F01_0187_0002_2,True,480,81,1.0,960
F01_0190_0001_1,True,480,114,0.0,0
F01_0192_0001_1,True,480,80,0.0,0
F01_0192_0001_2,True,480,80,0.0,0
F01_0192_0002_1,True,480,80,0.0,0
F01_0192_0002_2,True,480,80,0.0,0
F01_0193_0001_1,True,480,101,0.0,0
F01_0193_0001_2,True,480,101,0.0,0
F01_0193_0002_1,True,480,101,0.0,0
F01_0193_0002_2,True,480,101,0.0,0
F01_0194_0002_1,True,480,114,0.0,0
F01_0194_0002_2,True,480,114,0.0,0
F01_0201_0001_1,True,480,91,2.0833325,1200
F01_0201_0001_2,True,480,91,2.0833325,1200
F01_0201_0002_1,True,480,81,2.499999,1440
F01_0201_0002_2,True,480,81,2.499999,1440
F01_0203_0001_1,True,480,114,0.0,0
F01_0203_0001_2,True,480,114,0.0,0
F01_0203_0002_1,True,480,114,0.0,0
F01_0203_0002_2,True,480,114,0.0,0
F01_0204_0001_2,True,480,114,0.0,0
F01_0204_0002_1,True,480,114,0.0,0
F01_0204_0002_2,True,480,114,0.0,0
F01_0205_0001_1,True,480,74,1.2,960
F01_0205_0001_2,True,480,74,1.2,960
F01_0205_0002_1,True,480,76,1.2,960
F01_0205_0002_2,True,480,76,1.2,960
F01_0207_0001_1,True,480,101,0.0,0
F01_0207_0001_2,True,480,101,0.0,0
F01_0207_0002_1,True,480,101,0.0,0
F01_0207_0002_2,True,480,101,0.0,0
F01_0209_0001_1,True,480,114,0.3,240
F01_0209_0001_2,True,480,114,0.3,240
F01_0214_0001_1,True,480,80,0.0,0
F01_0214_0001_2,True,480,80,0.0,0
F01_0214_0002_1,True,480,80,0.0,0
F01_0214_0002_2,True,480,80,0.0,0
F01_0215_0001_1,True,480,114,0.0,0
F01_0215_0001_2,True,480,114,0.0,0
F01_0215_0002_1,True,480,93,2.625,1680
F01_0215_0002_2,True,480,93,2.625,1680
F01_0216_0001_1,True,480,93,1.875,1200
F01_0216_0001_2,True,480,93,1.875,1200
F01_0216_0002_1,True,480,114,0.0,0
F01_0216_0002_2,True,480,114,0.0,0
F01_0217_0002_1,True,480,81,1.8,1440
F01_0217_0002_2,True,480,81,1.8,1440
F01_0218_0001_1,True,480,81,2.7631555,1680
F01_0218_0001_2,True,480,81,2.7631555,1680
F01_0218_0002_1,True,480,81,2.763159,1680
F01_0218_0002_2,True,480,81,2.763159,1680
F01_0219_0001_1,True,480,101,0.0,0
F01_0219_0001_2,True,480,101,0.0,0
F01_0219_0002_1,True,480,101,0.0,0
F01_0220_0001_1,True,480,114,0.0,0
F01_0220_0001_2,True,480,114,0.0,0
F01_0223_0001_1,True,480,93,2.470587,1680
F01_0223_0001_2,True,480,93,2.470587,1680
F01_0223_0002_1,True,480,93,2.470587,1680
F01_0223_0002_2,True,480,93,2.470587,1680
F01_0229_0001_1,True,480,114,0.0,0
F01_0229_0001_2,True,480,114,0.0,0
F01_0230_0001_1,True,480,114,0.0,0
F01_0230_0001_2,True,480,114,0.0,0
F01_0230_0002_1,True,480,114,0.0,0
F01_0230_0002_2,True,480,114,0.0,0
F01_0231_0001_1,True,480,114,0.0,0
F01_0231_0001_2,True,480,114,0.0,0
F01_0231_0002_1,True,480,93,1.5,1440
F01_0231_0002_2,True,480,93,1.5,1440
F01_0233_0002_1,True,480,91,2.6923085,1680
F01_0235_0001_1,True,480,101,0.0,0
F01_0235_0001_2,True,480,101,0.0,0
F01_0239_0001_1,True,480,93,3.1034490000000003,1440
F01_0239_0001_2,True,480,93,3.1034490000000003,1440
F01_0239_0002_1,True,480,104,2.8448282500000004,1320
F01_0239_0002_2,True,480,104,2.8448282500000004,1320
F01_0241_0001_1,True,480,80,1.636365,1440
F01_0241_0001_2,True,480,80,1.636365,1440
F01_0241_0002_1,True,480,80,1.636365,1440
F01_0241_0002_2,True,480,80,1.636365,1440
F01_0243_0001_1,True,480,77,0.769231,480
F01_0243_0001_2,True,480,77,0.769231,480
F01_0244_0001_1,True,480,80,0.0,0
F01_0244_0001_2,True,480,80,0.0,0
F01_0244_0002_1,True,480,80,0.0,0
F01_0244_0002_2,True,480,80,0.0,0
F01_0247_0001_1,True,480,114,0.0,0
F01_0247_0001_2,True,480,114,0.0,0
F01_0248_0001_1,True,480,101,0.0,0
F01_0248_0001_2,True,480,101,0.0,0
F01_0249_0001_1,True,480,81,2.25,1440
F01_0249_0001_2,True,480,81,2.25,1440
F01_0249_0002_1,True,480,81,2.25,1440
F01_0249_0002_2,True,480,81,2.25,1440
F01_0253_0002_1,True,480,114,0.0,0
F01_0253_0002_2,True,480,114,0.0,0
F01_0257_0001_1,True,480,93,2.25,1440
F01_0257_0001_2,True,480,93,2.25,1440
F01_0258_0001_1,True,480,114,0.0,0
F01_0258_0001_2,True,480,114,0.0,0
F01_0258_0002_1,True,480,101,2.000001,1440
F01_0258_0002_2,True,480,101,2.000001,1440
F01_0259_0001_1,True,480,93,1.875,1440
F01_0259_0001_2,True,480,93,1.875,1440
F01_0262_0001_2,True,480,101,0.0,0
F01_0262_0002_1,True,480,101,0.0,0
F01_0262_0002_2,True,480,101,0.0,0
F01_0264_0002_1,True,480,114,0.0,0
F01_0264_0002_2,True,480,114,0.0,0
F01_0266_0001_1,True,480,101,0.0,0
F01_0266_0001_2,True,480,101,0.0,0
F01_0267_0001_1,True,480,81,2.25,1440
F01_0267_0001_2,True,480,81,2.25,1440
F01_0267_0002_2,True,480,81,2.25,1440
F01_0268_0001_1,True,480,101,0.0,0
F01_0268_0001_2,True,480,101,0.0,0
F01_0268_0002_1,True,480,81,1.875,1440
F01_0268_0002_2,True,480,81,1.875,1440
F01_0271_0001_1,True,480,81,0.731707,480
F01_0271_0001_2,True,480,81,0.731707,480
F01_0271_0002_1,True,480,81,0.731707,480
F01_0271_0002_2,True,480,81,0.731707,480
F01_0271_0003_1,True,480,81,0.0,0
F01_0271_0003_2,True,480,81,0.0,0
F01_0271_0004_1,True,480,81,0.0,0
F01_0271_0004_2,True,480,81,0.0,0
F01_0275_0001_1,True,480,101,0.0,0
F01_0275_0001_2,True,480,101,0.0,0
F01_0275_0002_1,True,480,81,0.0,0
F01_0275_0002_2,True,480,81,0.0,0
F01_0277_0001_1,True,480,114,0.0,0
F01_0277_0001_2,True,480,114,0.0,0
F01_0277_0002_1,True,480,114,0.0,0
F01_0277_0002_2,True,480,114,0.0,0
F01_0285_0001_1,True,480,91,0.0,0
F01_0285_0001_2,True,480,91,0.0,0
F01_0286_0001_1,True,480,114,0.0,0
F01_0286_0001_2,True,480,114,0.0,0
F01_0286_0002_1,True,480,107,0.0,0
F01_0286_0002_2,True,480,107,0.0,0
F01_0287_0002_1,True,480,93,0.0,0
F01_0288_0001_1,True,480,81,0.0,0
F01_0288_0001_2,True,480,81,0.0,0
F01_0288_0002_1,True,480,81,0.0,0
F01_0288_0002_2,True,480,81,0.0,0
F01_0290_0002_1,True,480,80,0.3125,240
F01_0290_0002_2,True,480,80,0.3125,240
F01_0291_0002_1,True,480,80,0.0,0
F01_0291_0002_2,True,480,80,0.0,0
F01_0292_0002_1,True,480,93,0.0,0
F01_0292_0002_2,True,480,93,0.0,0
F01_0298_0001_1,True,480,81,0.0,0
F01_0298_0001_2,True,480,81,0.0,0
F01_0299_0001_1,True,480,101,0.3,240
F01_0299_0001_2,True,480,101,0.3,240
F01_0299_0002_1,True,480,101,0.0,0
F01_0299_0002_2,True,480,101,0.0,0
F01_0301_0002_1,True,480,91,0.0,0
F01_0301_0002_2,True,480,91,0.0,0
F01_0303_0001_1,True,480,80,0.0,0
F01_0303_0001_2,True,480,80,0.0,0
F01_0303_0002_1,True,480,80,0.0,0
F01_0303_0002_2,True,480,80,0.0,0
F01_0306_0001_1,True,480,104,0.0,0
F01_0306_0001_2,True,480,104,0.0,0
F01_0308_0001_1,True,480,114,0.0,0
F01_0309_0002_1,True,480,101,0.0,0
F01_0309_0002_2,True,480,101,0.0,0
F01_0315_0001_1,True,480,114,0.0,0
F01_0315_0001_2,True,480,114,0.0,0
F01_0321_0001_1,True,480,91,0.0,0
F01_0321_0001_2,True,480,91,0.0,0
F01_0324_0001_1,True,480,101,0.0,0
F01_0324_0001_2,True,480,101,0.0,0
F01_0325_0001_1,True,480,114,0.0,0
F01_0325_0001_2,True,480,114,0.0,0
F01_0327_0001_1,True,480,93,0.0,0
F01_0327_0001_2,True,480,93,0.0,0
F01_0329_0001_1,True,480,80,0.0,0
F01_0329_0001_2,True,480,80,0.0,0
F01_0329_0002_1,True,480,80,0.0,0
F01_0329_0002_2,True,480,80,0.0,0
F01_0331_0001_1,True,480,80,0.0,0
F01_0331_0001_2,True,480,80,0.0,0
F01_0331_0002_1,True,480,80,0.0,0
F01_0331_0002_2,True,480,80,0.0,0
F01_0339_0001_1,True,480,80,0.0,0
F01_0339_0001_2,True,480,80,0.0,0
F01_0349_0001_1,True,480,81,0.0,0
F01_0349_0002_1,True,480,81,0.0,0
F01_0349_0002_2,True,480,81,0.0,0
F01_0354_0002_1,True,480,101,0.0,0
F01_0354_0002_2,True,480,101,0.0,0
F01_0355_0001_1,True,480,80,0.0,0
F01_0355_0001_2,True,480,80,0.0,0
F01_0359_0001_1,True,480,101,0.0,0
F01_0359_0001_2,True,480,101,0.0,0
F01_0364_0001_1,True,480,114,0.0,0
F01_0364_0001_2,True,480,114,0.0,0
F01_0364_0002_1,True,480,114,0.0,0
F01_0364_0002_2,True,480,114,0.0,0
F01_0366_0002_1,True,480,114,0.0,0
F01_0368_0001_1,True,480,114,0.0,0
F01_0368_0001_2,True,480,114,0.0,0
F01_0368_0002_1,True,480,93,0.0,0
F01_0368_0002_2,True,480,93,0.0,0
F01_0373_0001_1,True,480,93,0.0,0
F01_0373_0001_2,True,480,93,0.0,0
F01_0376_0001_1,True,480,114,0.0,0
F01_0376_0001_2,True,480,114,0.0,0
F01_0376_0002_1,True,480,114,0.0,0
F01_0376_0002_2,True,480,114,0.0,0
F01_0378_0001_1,True,480,114,0.0,0
F01_0378_0001_2,True,480,114,0.0,0
F01_0378_0002_1,True,480,114,0.0,0
F01_0378_0002_2,True,480,114,0.0,0
F01_0381_0002_1,True,480,114,0.0,0
F01_0381_0002_2,True,480,114,0.0,0
F01_0382_0001_2,True,480,114,0.0,0
F01_0387_0001_1,True,480,114,0.0,0
F01_0387_0001_2,True,480,114,0.0,0
F01_0388_0001_1,True,480,101,0.0,0
F01_0388_0001_2,True,480,101,0.0,0
F01_0389_0001_1,True,480,114,0.4166665,240
F01_0389_0001_2,True,480,114,0.4166665,240
F01_0391_0001_1,True,480,91,0.0,0
F01_0392_0001_1,True,480,93,0.0,0
F01_0392_0001_2,True,480,93,0.0,0
F01_0393_0001_1,True,480,81,0.0,0
F01_0393_0001_2,True,480,81,0.0,0
F01_0393_0002_1,True,480,81,0.0,0
F01_0393_0002_2,True,480,81,0.0,0
F01_0394_0001_2,True,480,104,0.0,0
F01_0395_0001_1,True,480,114,0.0,0
F01_0395_0001_2,True,480,114,0.0,0
F01_0395_0002_1,True,480,114,0.0,0
F01_0395_0002_2,True,480,114,0.0,0
F01_0397_0002_1,True,480,81,0.0,0
F01_0397_0002_2,True,480,81,0.0,0
F01_0406_0001_1,True,480,81,0.0,0
F01_0406_0001_2,True,480,81,0.0,0
F01_0406_0002_1,True,480,81,0.0,0
F01_0406_0002_2,True,480,81,0.0,0
F01_0407_0002_1,True,480,95,0.0,0
F01_0407_0002_2,True,480,95,0.0,0
F01_0408_0001_1,True,480,88,0.0,0
F01_0408_0001_2,True,480,88,0.0,0
F01_0408_0002_1,True,480,88,0.0,0
F01_0408_0002_2,True,480,88,0.0,0
F01_0409_0001_1,True,480,114,0.0,0
F01_0409_0001_2,True,480,114,0.0,0
F01_0409_0002_1,True,480,93,0.0,0
F01_0409_0002_2,True,480,93,0.0,0
F01_0410_0001_1,True,480,101,0.0,0
F01_0410_0001_2,True,480,101,0.0,0
F01_0410_0002_1,True,480,101,0.0,0
F01_0410_0002_2,True,480,101,0.0,0
F01_0411_0001_1,True,480,93,0.0,0
F01_0411_0001_2,True,480,93,0.0,0
F01_0418_0001_1,True,480,80,0.0,0
F01_0418_0001_2,True,480,80,0.0,0
F01_0419_0001_1,True,480,83,0.0,0
F01_0420_0002_1,True,480,81,0.0,0
F01_0420_0002_2,True,480,81,0.0,0
F01_0421_0001_1,True,480,114,0.0,0
F01_0421_0001_2,True,480,114,0.0,0
F01_0421_0002_1,True,480,93,0.0,0
F01_0421_0002_2,True,480,93,0.0,0
F01_0422_0001_1,True,480,114,0.0,0
F01_0422_0001_2,True,480,114,0.0,0
F01_0424_0001_1,True,480,93,0.0,0
F01_0424_0001_2,True,480,93,0.0,0
F01_0424_0002_1,True,480,93,0.0,0
F01_0426_0001_1,True,480,93,0.0,0
F01_0426_0001_2,True,480,93,0.0,0
F01_0426_0002_1,True,480,93,0.0,0
F01_0426_0002_2,True,480,93,0.0,0
F01_0427_0001_1,True,480,81,0.0,0
F01_0427_0001_2,True,480,81,0.0,0
F01_0427_0002_1,True,480,81,0.0,0
F01_0427_0002_2,True,480,81,0.0,0
F01_0430_0001_1,True,480,101,0.0,0
F01_0430_0001_2,True,480,101,0.0,0
F01_0430_0002_2,True,480,81,0.0,0
F01_0433_0001_1,True,480,114,0.0,0
F01_0433_0001_2,True,480,114,0.0,0
F01_0434_0001_1,True,480,114,0.0,0
F01_0434_0001_2,True,480,114,0.0,0
F01_0435_0001_1,True,480,105,0.0,0
F01_0435_0001_2,True,480,105,0.0,0
F01_0436_0002_1,True,480,93,0.0,0
F01_0436_0002_2,True,480,93,0.0,0
F01_0437_0001_1,True,480,101,0.0,0
F01_0437_0001_2,True,480,101,0.0,0
F01_0437_0002_1,True,480,101,0.0,0
F01_0437_0002_2,True,480,101,0.0,0
F01_0440_0001_1,True,480,101,0.0,0
F01_0440_0001_2,True,480,101,0.0,0
F01_0448_0001_1,True,480,81,0.0,0
F01_0448_0001_2,True,480,81,0.0,0
F01_0448_0002_1,True,480,81,0.0,0
F01_0448_0002_2,True,480,81,0.0,0
F01_0450_0001_1,True,480,101,0.0,0
